,Unnamed: 0,journey_date,Airline_name,source,Destination,departure_time,arrival_time,Duration,total_stops,Price
96,96,11/10/2021,Indigo,Delhi,Mumbai,12:45,19:20,06h 35m,1-stop,"5,955"
97,97,11/10/2021,Indigo,Delhi,Mumbai,14:20,21:10,06h 50m,1-stop,"5,955"
98,98,11/10/2021,Indigo,Delhi,Mumbai,11:30,18:45,07h 15m,1-stop,"5,955"
99,99,11/10/2021,Indigo,Delhi,Mumbai,17:15,00:40,07h 25m,1-stop,"5,955"
100,100,11/10/2021,SpiceJet,Delhi,Mumbai,18:15,10:30,16h 15m,1-stop,"5,955"
101,101,11/10/2021,SpiceJet,Delhi,Mumbai,18:15,13:10,18h 55m,1-stop,"5,955"
102,102,11/10/2021,SpiceJet,Delhi,Mumbai,16:35,14:45,22h 10m,1-stop,"5,955"
103,103,11/10/2021,SpiceJet,Delhi,Mumbai,12:00,10:30,22h 30m,1-stop,"5,955"
104,104,11/10/2021,SpiceJet,Delhi,Mumbai,16:40,16:55,24h 15m,1-stop,"5,955"
105,105,11/10/2021,SpiceJet,Delhi,Mumbai,12:00,13:10,25h 10m,1-stop,"5,955"
106,106,11/10/2021,AirAsia,Delhi,Mumbai,05:35,22:10,16h 35m,2+-stop,"6,166"
107,107,11/10/2021,Air India,Delhi,Mumbai,15:05,18:15,03h 10m,1-stop,"7,215"
108,108,11/10/2021,Indigo,Delhi,Mumbai,12:10,17:45,05h 35m,1-stop,"7,420"
109,109,11/10/2021,Indigo,Delhi,Mumbai,08:50,14:30,05h 40m,1-stop,"7,420"
110,110,11/10/2021,Indigo,Delhi,Mumbai,16:30,22:20,05h 50m,1-stop,"7,420"
111,111,11/10/2021,Air India,Delhi,Mumbai,05:45,09:40,03h 55m,1-stop,"7,468"
112,112,11/10/2021,Air India,Delhi,Mumbai,20:00,09:40,13h 40m,1-stop,"7,468"
113,113,11/10/2021,Air India,Delhi,Mumbai,05:45,23:25,17h 40m,1-stop,"7,468"
114,114,11/10/2021,Air India,Delhi,Mumbai,12:00,15:50,03h 50m,1-stop,"8,160"
115,115,11/10/2021,Air India,Delhi,Mumbai,07:15,15:50,08h 35m,1-stop,"8,160"
116,116,11/10/2021,Vistara,Delhi,Mumbai,13:20,16:00,26h 40m,1-stop,"8,160"
117,117,11/10/2021,Indigo,Delhi,Mumbai,09:55,17:05,07h 10m,1-stop,"8,396"
118,118,11/10/2021,Air India,Delhi,Mumbai,13:00,15:50,26h 50m,1-stop,"8,475"
119,119,11/10/2021,GO FIRST,Delhi,Mumbai,20:20,09:55,13h 35m,1-stop,"8,869"
120,120,11/10/2021,Vistara,Delhi,Mumbai,17:10,21:35,04h 25m,1-stop,"9,000"
121,121,11/10/2021,Vistara,Delhi,Mumbai,13:40,21:35,07h 55m,1-stop,"9,000"
122,122,11/10/2021,Air India,Delhi,Mumbai,06:20,20:00,13h 40m,1-stop,"9,000"
123,123,11/10/2021,Air India,Delhi,Mumbai,05:20,23:05,17h 45m,1-stop,"9,000"
124,124,11/10/2021,Vistara,Delhi,Mumbai,17:10,15:00,21h 50m,1-stop,"9,000"
125,125,11/10/2021,Air India,Delhi,Mumbai,20:10,20:00,23h 50m,1-stop,"9,000"
126,126,11/10/2021,Vistara,Delhi,Mumbai,13:40,15:00,25h 20m,1-stop,"9,000"
127,127,11/10/2021,Air India,Delhi,Mumbai,05:20,16:25,11h 05m,1-stop,"9,590"
128,128,11/10/2021,Vistara,Delhi,Mumbai,17:45,23:00,05h 15m,1-stop,"9,840"
129,129,11/10/2021,Air India,Delhi,Mumbai,07:10,13:25,06h 15m,1-stop,"9,840"
130,130,11/10/2021,Air India,Delhi,Mumbai,16:40,23:30,06h 50m,1-stop,"9,840"
131,131,11/10/2021,Vistara,Delhi,Mumbai,07:10,15:00,07h 50m,1-stop,"9,840"
132,132,11/10/2021,Vistara,Delhi,Mumbai,14:45,23:00,08h 15m,1-stop,"9,840"
133,133,11/10/2021,Air India,Delhi,Mumbai,21:25,07:10,09h 45m,1-stop,"9,840"
134,134,11/10/2021,Air India,Delhi,Mumbai,21:25,09:40,12h 15m,1-stop,"9,840"
135,135,11/10/2021,Air India,Delhi,Mumbai,09:45,23:30,13h 45m,1-stop,"9,840"
136,136,11/10/2021,Vistara,Delhi,Mumbai,20:35,10:40,14h 05m,1-stop,"9,840"
137,137,11/10/2021,Air India,Delhi,Mumbai,16:40,07:10,14h 30m,1-stop,"9,840"
138,138,11/10/2021,Air India,Delhi,Mumbai,08:20,23:30,15h 10m,1-stop,"9,840"
139,139,11/10/2021,Vistara,Delhi,Mumbai,07:10,23:00,15h 50m,1-stop,"9,840"
140,140,11/10/2021,Vistara,Delhi,Mumbai,17:45,10:40,16h 55m,1-stop,"9,840"
141,141,11/10/2021,Air India,Delhi,Mumbai,16:40,09:40,17h 00m,1-stop,"9,840"
142,142,11/10/2021,Vistara,Delhi,Mumbai,20:35,15:00,18h 25m,1-stop,"9,840"
143,143,11/10/2021,Air India,Delhi,Mumbai,18:30,13:25,18h 55m,1-stop,"9,840"
144,144,11/10/2021,Vistara,Delhi,Mumbai,14:45,10:40,19h 55m,1-stop,"9,840"
145,145,11/10/2021,Air India,Delhi,Mumbai,09:45,07:10,21h 25m,1-stop,"9,840"
146,146,11/10/2021,Air India,Delhi,Mumbai,12:50,19:25,06h 35m,1-stop,"9,988"
147,147,11/10/2021,Air India,Delhi,Mumbai,12:55,13:35,24h 40m,1-stop,"9,988"
148,148,11/10/2021,GO FIRST,Delhi,Mumbai,08:10,14:55,06h 45m,1-stop,"10,365"
149,149,11/10/2021,Air India,Delhi,Mumbai,12:10,08:45,20h 35m,1-stop,"10,470"
150,150,11/10/2021,GO FIRST,Delhi,Mumbai,10:40,17:30,06h 50m,1-stop,"10,575"
151,151,11/10/2021,GO FIRST,Delhi,Mumbai,08:10,17:30,09h 20m,1-stop,"10,575"
152,152,11/10/2021,Vistara,Delhi,Mumbai,13:20,18:20,05h 00m,1-stop,"10,680"
153,153,11/10/2021,Air India,Delhi,Mumbai,12:05,17:10,05h 05m,1-stop,"10,680"
154,154,11/10/2021,Air India,Delhi,Mumbai,10:15,15:40,05h 25m,1-stop,"10,680"
155,155,11/10/2021,Air India,Delhi,Mumbai,16:45,16:45,24h 00m,1-stop,"10,921"
156,156,11/10/2021,Air India,Delhi,Mumbai,14:00,16:45,26h 45m,1-stop,"10,921"
157,157,11/10/2021,Air India,Delhi,Mumbai,16:35,16:25,23h 50m,1-stop,"10,955"
158,158,11/10/2021,GO FIRST,Delhi,Mumbai,08:40,18:15,09h 35m,2+-stop,"11,264"
159,159,11/10/2021,GO FIRST,Delhi,Mumbai,05:30,18:15,12h 45m,2+-stop,"11,295"
160,160,11/10/2021,Vistara,Delhi,Mumbai,17:10,13:35,20h 25m,1-stop,"11,310"
161,161,11/10/2021,Vistara,Delhi,Mumbai,17:10,14:45,21h 35m,1-stop,"11,310"
162,162,11/10/2021,Vistara,Delhi,Mumbai,11:10,13:35,26h 25m,1-stop,"11,310"
163,163,11/10/2021,Vistara,Delhi,Mumbai,11:10,14:45,27h 35m,1-stop,"11,310"
164,164,11/10/2021,Air India,Delhi,Mumbai,12:10,22:25,10h 15m,1-stop,"11,363"
165,165,11/10/2021,Vistara,Delhi,Mumbai,08:30,13:35,05h 05m,1-stop,"11,678"
166,166,11/10/2021,Vistara,Delhi,Mumbai,08:30,14:45,06h 15m,1-stop,"11,678"
167,167,11/10/2021,Indigo,Delhi,Mumbai,10:55,16:50,05h 55m,1-stop,"11,888"
168,168,11/10/2021,Air India,Delhi,Mumbai,04:55,13:40,08h 45m,1-stop,"11,900"
169,169,11/10/2021,Air India,Delhi,Mumbai,21:15,13:40,16h 25m,1-stop,"11,900"
170,170,11/10/2021,Vistara,Delhi,Mumbai,16:05,21:50,05h 45m,1-stop,"12,150"
171,171,11/10/2021,Vistara,Delhi,Mumbai,14:10,20:15,06h 05m,1-stop,"12,150"
172,172,11/10/2021,Air India,Delhi,Mumbai,13:30,21:05,07h 35m,1-stop,"12,150"
173,173,11/10/2021,Vistara,Delhi,Mumbai,14:10,21:50,07h 40m,1-stop,"12,150"
174,174,11/10/2021,Air India,Delhi,Mumbai,09:45,21:05,11h 20m,1-stop,"12,150"
175,175,11/10/2021,Air India,Delhi,Mumbai,21:15,08:35,11h 20m,1-stop,"12,150"
176,176,11/10/2021,Vistara,Delhi,Mumbai,20:40,08:25,11h 45m,1-stop,"12,150"
177,177,11/10/2021,Vistara,Delhi,Mumbai,08:10,20:15,12h 05m,1-stop,"12,150"
178,178,11/10/2021,Vistara,Delhi,Mumbai,19:50,08:25,12h 35m,1-stop,"12,150"
179,179,11/10/2021,Vistara,Delhi,Mumbai,20:40,10:15,13h 35m,1-stop,"12,150"
180,180,11/10/2021,Vistara,Delhi,Mumbai,08:10,21:50,13h 40m,1-stop,"12,150"
181,181,11/10/2021,Vistara,Delhi,Mumbai,19:50,10:15,14h 25m,1-stop,"12,150"
182,182,11/10/2021,Vistara,Delhi,Mumbai,20:40,11:25,14h 45m,1-stop,"12,150"
183,183,11/10/2021,Vistara,Delhi,Mumbai,17:35,08:25,14h 50m,1-stop,"12,150"
184,184,11/10/2021,Air India,Delhi,Mumbai,06:10,21:05,14h 55m,1-stop,"12,150"
185,185,11/10/2021,Vistara,Delhi,Mumbai,19:50,11:25,15h 35m,1-stop,"12,150"
186,186,11/10/2021,Vistara,Delhi,Mumbai,16:05,08:25,16h 20m,1-stop,"12,150"
187,187,11/10/2021,Vistara,Delhi,Mumbai,17:35,10:15,16h 40m,1-stop,"12,150"
188,188,11/10/2021,Air India,Delhi,Mumbai,13:30,08:35,19h 05m,1-stop,"12,150"
189,189,11/10/2021,Indigo,Delhi,Mumbai,14:25,19:10,04h 45m,1-stop,"12,203"
190,190,11/10/2021,Air India,Delhi,Mumbai,09:45,12:15,26h 30m,1-stop,"12,298"
191,191,11/10/2021,Indigo,Delhi,Mumbai,10:35,17:05,06h 30m,1-stop,"12,780"
192,192,11/10/2021,Indigo,Delhi,Mumbai,12:25,19:10,06h 45m,1-stop,"12,791"
193,193,11/10/2021,Vistara,Delhi,Mumbai,17:35,23:05,05h 30m,1-stop,"12,990"
194,194,11/10/2021,Air India,Delhi,Mumbai,09:45,17:05,07h 20m,1-stop,"12,990"
195,195,11/10/2021,Vistara,Delhi,Mumbai,13:30,23:05,09h 35m,1-stop,"12,990"
196,196,11/10/2021,Air India,Delhi,Mumbai,06:00,17:05,11h 05m,1-stop,"12,990"
197,197,11/10/2021,Air India,Delhi,Mumbai,20:40,08:05,11h 25m,1-stop,"12,990"
198,198,11/10/2021,Vistara,Delhi,Mumbai,07:20,23:05,15h 45m,1-stop,"12,990"
199,199,11/10/2021,Vistara,Delhi,Mumbai,19:55,11:50,15h 55m,1-stop,"12,990"
200,200,11/10/2021,Vistara,Delhi,Mumbai,19:55,23:05,27h 10m,1-stop,"12,990"
201,201,11/10/2021,Air India,Delhi,Mumbai,05:25,16:25,11h 00m,1-stop,"13,200"
202,202,11/10/2021,Vistara,Delhi,Mumbai,20:30,12:30,16h 00m,1-stop,"13,200"
203,203,11/10/2021,Vistara,Delhi,Mumbai,20:30,20:20,23h 50m,1-stop,"13,200"
204,204,11/10/2021,Vistara,Delhi,Mumbai,17:30,23:15,05h 45m,1-stop,"13,410"
205,205,11/10/2021,Vistara,Delhi,Mumbai,06:20,13:00,06h 40m,1-stop,"13,410"
206,206,11/10/2021,Air India,Delhi,Mumbai,16:35,23:30,06h 55m,1-stop,"13,410"
207,207,11/10/2021,Vistara,Delhi,Mumbai,06:20,20:20,14h 00m,1-stop,"13,410"
208,208,11/10/2021,Air India,Delhi,Mumbai,16:35,07:10,14h 35m,1-stop,"13,410"
209,209,11/10/2021,Vistara,Delhi,Mumbai,06:20,23:15,16h 55m,1-stop,"13,410"
210,210,11/10/2021,Air India,Delhi,Mumbai,16:35,09:40,17h 05m,1-stop,"13,410"
211,211,11/10/2021,Vistara,Delhi,Mumbai,07:30,13:00,05h 30m,1-stop,"13,725"
212,212,11/10/2021,Vistara,Delhi,Mumbai,07:30,20:20,12h 50m,1-stop,"13,725"
213,213,11/10/2021,Vistara,Delhi,Mumbai,07:30,23:15,15h 45m,1-stop,"13,725"
214,214,11/10/2021,Air India,Delhi,Mumbai,14:10,22:20,08h 10m,1-stop,"14,670"
215,215,11/10/2021,Air India,Delhi,Mumbai,09:45,15:55,30h 10m,1-stop,"15,405"
216,216,11/10/2021,Air India,Delhi,Mumbai,07:00,19:45,12h 45m,1-stop,"26,850"
0,0,12/10/2021,Indigo,Delhi,Mumbai,06:05,12:35,06h 30m,1-stop,"5,496"
1,1,12/10/2021,GO FIRST,Delhi,Mumbai,06:15,08:20,02h 05m,non-stop,"5,954"
2,2,12/10/2021,GO FIRST,Delhi,Mumbai,09:40,11:45,02h 05m,non-stop,"5,954"
3,3,12/10/2021,GO FIRST,Delhi,Mumbai,10:55,13:00,02h 05m,non-stop,"5,954"
4,4,12/10/2021,GO FIRST,Delhi,Mumbai,14:20,16:25,02h 05m,non-stop,"5,954"
5,5,12/10/2021,GO FIRST,Delhi,Mumbai,15:45,17:50,02h 05m,non-stop,"5,954"
6,6,12/10/2021,GO FIRST,Delhi,Mumbai,18:40,20:45,02h 05m,non-stop,"5,954"
7,7,12/10/2021,GO FIRST,Delhi,Mumbai,20:00,22:05,02h 05m,non-stop,"5,954"
8,8,12/10/2021,GO FIRST,Delhi,Mumbai,21:30,23:35,02h 05m,non-stop,"5,954"
9,9,12/10/2021,GO FIRST,Delhi,Mumbai,22:45,00:50,02h 05m,non-stop,"5,954"
10,10,12/10/2021,SpiceJet,Delhi,Mumbai,18:40,20:40,02h 00m,non-stop,"5,955"
11,11,12/10/2021,Indigo,Delhi,Mumbai,19:05,21:05,02h 00m,non-stop,"5,955"
12,12,12/10/2021,Indigo,Delhi,Mumbai,12:00,14:05,02h 05m,non-stop,"5,955"
13,13,12/10/2021,Indigo,Delhi,Mumbai,14:00,16:05,02h 05m,non-stop,"5,955"
14,14,12/10/2021,Indigo,Delhi,Mumbai,20:30,22:35,02h 05m,non-stop,"5,955"
15,15,12/10/2021,Indigo,Delhi,Mumbai,05:00,07:10,02h 10m,non-stop,"5,955"
16,16,12/10/2021,Indigo,Delhi,Mumbai,06:10,08:20,02h 10m,non-stop,"5,955"
17,17,12/10/2021,Indigo,Delhi,Mumbai,08:55,11:05,02h 10m,non-stop,"5,955"
18,18,12/10/2021,Indigo,Delhi,Mumbai,21:55,00:05,02h 10m,non-stop,"5,955"
19,19,12/10/2021,SpiceJet,Delhi,Mumbai,06:50,09:05,02h 15m,non-stop,"5,955"
20,20,12/10/2021,Indigo,Delhi,Mumbai,10:10,12:25,02h 15m,non-stop,"5,955"
21,21,12/10/2021,Indigo,Delhi,Mumbai,15:35,17:50,02h 15m,non-stop,"5,955"
22,22,12/10/2021,SpiceJet,Delhi,Mumbai,21:10,23:25,02h 15m,non-stop,"5,955"
23,23,12/10/2021,SpiceJet,Delhi,Mumbai,20:20,22:40,02h 20m,non-stop,"5,955"
24,24,12/10/2021,Indigo,Delhi,Mumbai,17:45,20:10,02h 25m,non-stop,"5,955"
25,25,12/10/2021,AirAsia,Delhi,Mumbai,19:55,22:15,02h 20m,non-stop,"5,956"
26,26,12/10/2021,Vistara,Delhi,Mumbai,06:00,08:00,02h 00m,non-stop,"5,955"
27,27,12/10/2021,Vistara,Delhi,Mumbai,09:30,11:35,02h 05m,non-stop,"5,955"
28,28,12/10/2021,Vistara,Delhi,Mumbai,12:45,14:55,02h 10m,non-stop,"5,955"
29,29,12/10/2021,Vistara,Delhi,Mumbai,15:30,17:40,02h 10m,non-stop,"5,955"
30,30,12/10/2021,Vistara,Delhi,Mumbai,16:55,19:05,02h 10m,non-stop,"5,955"
31,31,12/10/2021,Vistara,Delhi,Mumbai,20:50,23:00,02h 10m,non-stop,"5,955"
32,32,12/10/2021,Vistara,Delhi,Mumbai,07:30,09:45,02h 15m,non-stop,"5,955"
33,33,12/10/2021,Vistara,Delhi,Mumbai,10:20,12:35,02h 15m,non-stop,"5,955"
34,34,12/10/2021,Vistara,Delhi,Mumbai,19:45,22:00,02h 15m,non-stop,"5,955"
35,35,12/10/2021,Vistara,Delhi,Mumbai,08:50,11:10,02h 20m,non-stop,"5,955"
36,36,12/10/2021,Vistara,Delhi,Mumbai,17:45,20:05,02h 20m,non-stop,"5,955"
37,37,12/10/2021,Vistara,Delhi,Mumbai,18:55,21:15,02h 20m,non-stop,"5,955"
38,38,12/10/2021,Air India,Delhi,Mumbai,07:00,09:05,02h 05m,non-stop,"5,955"
39,39,12/10/2021,Air India,Delhi,Mumbai,08:00,10:10,02h 10m,non-stop,"5,955"
40,40,12/10/2021,Air India,Delhi,Mumbai,10:40,12:50,02h 10m,non-stop,"5,955"
41,41,12/10/2021,Air India,Delhi,Mumbai,20:00,22:10,02h 10m,non-stop,"5,955"
42,42,12/10/2021,Air India,Delhi,Mumbai,09:00,11:15,02h 15m,non-stop,"5,955"
43,43,12/10/2021,Air India,Delhi,Mumbai,19:00,21:15,02h 15m,non-stop,"5,955"
44,44,12/10/2021,AirAsia,Delhi,Mumbai,16:15,22:10,05h 55m,1-stop,"5,953"
45,45,12/10/2021,AirAsia,Delhi,Mumbai,05:20,11:20,06h 00m,1-stop,"5,953"
46,46,12/10/2021,AirAsia,Delhi,Mumbai,09:25,16:00,06h 35m,1-stop,"5,953"
47,47,12/10/2021,AirAsia,Delhi,Mumbai,12:40,20:15,07h 35m,1-stop,"5,953"
48,48,12/10/2021,AirAsia,Delhi,Mumbai,11:55,20:15,08h 20m,1-stop,"5,953"
49,49,12/10/2021,AirAsia,Delhi,Mumbai,08:00,16:35,08h 35m,1-stop,"5,953"
50,50,12/10/2021,AirAsia,Delhi,Mumbai,18:35,06:20,11h 45m,1-stop,"5,953"
51,51,12/10/2021,AirAsia,Delhi,Mumbai,16:15,06:20,14h 05m,1-stop,"5,953"
52,52,12/10/2021,AirAsia,Delhi,Mumbai,08:00,22:10,14h 10m,1-stop,"5,953"
53,53,12/10/2021,AirAsia,Delhi,Mumbai,05:20,20:15,14h 55m,1-stop,"5,953"
54,54,12/10/2021,AirAsia,Delhi,Mumbai,21:20,14:15,16h 55m,1-stop,"5,953"
55,55,12/10/2021,GO FIRST,Delhi,Mumbai,17:45,22:25,04h 40m,1-stop,"5,954"
56,56,12/10/2021,GO FIRST,Delhi,Mumbai,08:10,13:00,04h 50m,1-stop,"5,954"
57,57,12/10/2021,GO FIRST,Delhi,Mumbai,10:40,15:40,05h 00m,1-stop,"5,954"
58,58,12/10/2021,GO FIRST,Delhi,Mumbai,10:00,15:45,05h 45m,1-stop,"5,954"
59,59,12/10/2021,GO FIRST,Delhi,Mumbai,13:30,19:20,05h 50m,1-stop,"5,954"
60,60,12/10/2021,GO FIRST,Delhi,Mumbai,12:20,18:15,05h 55m,1-stop,"5,954"
61,61,12/10/2021,GO FIRST,Delhi,Mumbai,08:10,14:55,06h 45m,1-stop,"5,954"
62,62,12/10/2021,GO FIRST,Delhi,Mumbai,12:35,19:20,06h 45m,1-stop,"5,954"
63,63,12/10/2021,GO FIRST,Delhi,Mumbai,10:40,17:30,06h 50m,1-stop,"5,954"
64,64,12/10/2021,GO FIRST,Delhi,Mumbai,11:20,18:15,06h 55m,1-stop,"5,954"
65,65,12/10/2021,GO FIRST,Delhi,Mumbai,16:10,23:25,07h 15m,1-stop,"5,954"
66,66,12/10/2021,GO FIRST,Delhi,Mumbai,08:10,15:40,07h 30m,1-stop,"5,954"
67,67,12/10/2021,GO FIRST,Delhi,Mumbai,09:10,18:15,09h 05m,1-stop,"5,954"
68,68,12/10/2021,GO FIRST,Delhi,Mumbai,08:10,17:30,09h 20m,1-stop,"5,954"
69,69,12/10/2021,GO FIRST,Delhi,Mumbai,06:00,15:25,09h 25m,1-stop,"5,954"
70,70,12/10/2021,GO FIRST,Delhi,Mumbai,08:00,18:15,10h 15m,1-stop,"5,954"
71,71,12/10/2021,GO FIRST,Delhi,Mumbai,05:00,15:45,10h 45m,1-stop,"5,954"
72,72,12/10/2021,GO FIRST,Delhi,Mumbai,19:45,07:25,11h 40m,1-stop,"5,954"
73,73,12/10/2021,GO FIRST,Delhi,Mumbai,10:00,22:25,12h 25m,1-stop,"5,954"
74,74,12/10/2021,GO FIRST,Delhi,Mumbai,19:30,07:55,12h 25m,1-stop,"5,954"
75,75,12/10/2021,GO FIRST,Delhi,Mumbai,05:20,18:15,12h 55m,1-stop,"5,954"
76,76,12/10/2021,GO FIRST,Delhi,Mumbai,08:40,22:00,13h 20m,1-stop,"5,954"
77,77,12/10/2021,GO FIRST,Delhi,Mumbai,05:45,19:20,13h 35m,1-stop,"5,954"
78,78,12/10/2021,GO FIRST,Delhi,Mumbai,20:20,09:55,13h 35m,1-stop,"5,954"
79,79,12/10/2021,Air India,Delhi,Mumbai,18:00,21:35,03h 35m,1-stop,"5,955"
80,80,12/10/2021,SpiceJet,Delhi,Mumbai,10:00,13:50,03h 50m,1-stop,"5,955"
81,81,12/10/2021,Indigo,Delhi,Mumbai,13:45,17:45,04h 00m,1-stop,"5,955"
82,82,12/10/2021,Indigo,Delhi,Mumbai,08:55,13:10,04h 15m,1-stop,"5,955"
83,83,12/10/2021,Indigo,Delhi,Mumbai,18:45,23:00,04h 15m,1-stop,"5,955"
84,84,12/10/2021,Indigo,Delhi,Mumbai,18:10,22:35,04h 25m,1-stop,"5,955"
85,85,12/10/2021,Indigo,Delhi,Mumbai,13:40,18:35,04h 55m,1-stop,"5,955"
86,86,12/10/2021,Indigo,Delhi,Mumbai,08:10,13:10,05h 00m,1-stop,"5,955"
87,87,12/10/2021,Indigo,Delhi,Mumbai,09:30,14:35,05h 05m,1-stop,"5,955"
88,88,12/10/2021,Indigo,Delhi,Mumbai,09:35,14:50,05h 15m,1-stop,"5,955"
89,89,12/10/2021,Indigo,Delhi,Mumbai,07:20,13:10,05h 50m,1-stop,"5,955"
90,90,12/10/2021,Indigo,Delhi,Mumbai,09:45,15:35,05h 50m,1-stop,"5,955"
91,91,12/10/2021,Indigo,Delhi,Mumbai,09:55,15:50,05h 55m,1-stop,"5,955"
92,92,12/10/2021,Indigo,Delhi,Mumbai,11:35,17:35,06h 00m,1-stop,"5,955"
93,93,12/10/2021,Indigo,Delhi,Mumbai,13:35,19:40,06h 05m,1-stop,"5,955"
94,94,12/10/2021,Indigo,Delhi,Mumbai,17:15,23:25,06h 10m,1-stop,"5,955"
95,95,12/10/2021,Indigo,Delhi,Mumbai,10:40,17:00,06h 20m,1-stop,"5,955"
96,96,12/10/2021,Indigo,Delhi,Mumbai,10:35,17:05,06h 30m,1-stop,"5,955"
97,97,12/10/2021,Indigo,Delhi,Mumbai,12:45,19:20,06h 35m,1-stop,"5,955"
98,98,12/10/2021,Indigo,Delhi,Mumbai,14:20,21:10,06h 50m,1-stop,"5,955"
99,99,12/10/2021,Indigo,Delhi,Mumbai,09:55,17:05,07h 10m,1-stop,"5,955"
100,100,12/10/2021,SpiceJet,Delhi,Mumbai,06:05,14:45,08h 40m,1-stop,"5,955"
101,101,12/10/2021,SpiceJet,Delhi,Mumbai,06:50,16:55,10h 05m,1-stop,"5,955"
102,102,12/10/2021,SpiceJet,Delhi,Mumbai,18:15,10:40,16h 25m,1-stop,"5,955"
103,103,12/10/2021,SpiceJet,Delhi,Mumbai,13:40,10:40,21h 00m,1-stop,"5,955"
104,104,12/10/2021,SpiceJet,Delhi,Mumbai,16:35,14:45,22h 10m,1-stop,"5,955"
105,105,12/10/2021,SpiceJet,Delhi,Mumbai,12:00,10:40,22h 40m,1-stop,"5,955"
106,106,12/10/2021,SpiceJet,Delhi,Mumbai,16:40,16:55,24h 15m,1-stop,"5,955"
107,107,12/10/2021,AirAsia,Delhi,Mumbai,05:35,22:10,16h 35m,2+-stop,"6,166"
108,108,12/10/2021,Indigo,Delhi,Mumbai,19:15,00:40,05h 25m,1-stop,"6,443"
109,109,12/10/2021,Indigo,Delhi,Mumbai,12:10,17:45,05h 35m,1-stop,"6,932"
110,110,12/10/2021,Indigo,Delhi,Mumbai,08:50,14:30,05h 40m,1-stop,"6,932"
111,111,12/10/2021,Indigo,Delhi,Mumbai,16:30,22:20,05h 50m,1-stop,"6,932"
112,112,12/10/2021,Air India,Delhi,Mumbai,15:05,18:15,03h 10m,1-stop,"7,215"
113,113,12/10/2021,Indigo,Delhi,Mumbai,10:55,16:50,05h 55m,1-stop,"7,420"
114,114,12/10/2021,Indigo,Delhi,Mumbai,11:30,18:45,07h 15m,1-stop,"7,425"
115,115,12/10/2021,Air India,Delhi,Mumbai,05:45,09:40,03h 55m,1-stop,"7,468"
116,116,12/10/2021,Air India,Delhi,Mumbai,20:00,09:40,13h 40m,1-stop,"7,468"
117,117,12/10/2021,Air India,Delhi,Mumbai,09:00,23:25,14h 25m,1-stop,"7,468"
118,118,12/10/2021,Air India,Delhi,Mumbai,05:45,23:25,17h 40m,1-stop,"7,468"
119,119,12/10/2021,Air India,Delhi,Mumbai,09:00,09:40,24h 40m,1-stop,"7,468"
120,120,12/10/2021,Vistara,Delhi,Mumbai,13:20,16:00,26h 40m,1-stop,"8,318"
121,121,12/10/2021,Air India,Delhi,Mumbai,13:20,17:50,04h 30m,1-stop,"8,475"
122,122,12/10/2021,Air India,Delhi,Mumbai,07:15,15:50,08h 35m,1-stop,"8,475"
123,123,12/10/2021,GO FIRST,Delhi,Mumbai,16:10,21:05,04h 55m,1-stop,"8,869"
124,124,12/10/2021,GO FIRST,Delhi,Mumbai,07:10,16:20,09h 10m,1-stop,"8,869"
125,125,12/10/2021,Vistara,Delhi,Mumbai,17:10,21:35,04h 25m,1-stop,"9,000"
126,126,12/10/2021,Indigo,Delhi,Mumbai,13:50,19:30,05h 40m,1-stop,"9,000"
127,127,12/10/2021,Vistara,Delhi,Mumbai,13:40,21:35,07h 55m,1-stop,"9,000"
128,128,12/10/2021,Air India,Delhi,Mumbai,06:20,20:00,13h 40m,1-stop,"9,000"
129,129,12/10/2021,Vistara,Delhi,Mumbai,17:10,15:00,21h 50m,1-stop,"9,000"
130,130,12/10/2021,Air India,Delhi,Mumbai,20:10,20:00,23h 50m,1-stop,"9,000"
131,131,12/10/2021,Vistara,Delhi,Mumbai,13:40,15:00,25h 20m,1-stop,"9,000"
132,132,12/10/2021,Air India,Delhi,Mumbai,16:35,16:25,23h 50m,1-stop,"9,590"
133,133,12/10/2021,Vistara,Delhi,Mumbai,07:10,15:00,07h 50m,1-stop,"9,840"
134,134,12/10/2021,Vistara,Delhi,Mumbai,14:45,23:00,08h 15m,1-stop,"9,840"
135,135,12/10/2021,Air India,Delhi,Mumbai,21:25,07:10,09h 45m,1-stop,"9,840"
136,136,12/10/2021,Air India,Delhi,Mumbai,21:25,09:40,12h 15m,1-stop,"9,840"
137,137,12/10/2021,Vistara,Delhi,Mumbai,20:35,10:40,14h 05m,1-stop,"9,840"
138,138,12/10/2021,Air India,Delhi,Mumbai,08:00,23:30,15h 30m,1-stop,"9,840"
139,139,12/10/2021,Vistara,Delhi,Mumbai,07:10,23:00,15h 50m,1-stop,"9,840"
140,140,12/10/2021,Vistara,Delhi,Mumbai,20:35,15:00,18h 25m,1-stop,"9,840"
141,141,12/10/2021,Air India,Delhi,Mumbai,18:30,13:25,18h 55m,1-stop,"9,840"
142,142,12/10/2021,Vistara,Delhi,Mumbai,14:45,10:40,19h 55m,1-stop,"9,840"
143,143,12/10/2021,Air India,Delhi,Mumbai,08:00,07:10,23h 10m,1-stop,"9,840"
144,144,12/10/2021,Air India,Delhi,Mumbai,12:50,19:25,06h 35m,1-stop,"9,988"
145,145,12/10/2021,Air India,Delhi,Mumbai,13:00,13:35,24h 35m,1-stop,"9,988"
